"x1i10hfl href","xpdipgo src","_ap3a","x1i10hfl href 3","x1ejq31n","x1lliihq 2","x1lliihq 3","x1lliihq 4"
"https://www.instagram.com/snurhiqmat/","https://scontent.cdninstagram.com/v/t51.82787-19/641299400_18360927667206967_178690975253453541_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=102&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDc5LkMzIn0%3D&_nc_ohc=l199UOdiBwwQ7kNvwFjIu-7&_nc_oc=Adq2yH67LSwNISlP5kWN0vMxpYocxs4XugKU3J3fkHzHSu1-TKNLPtYfc2scbJVZ9f8&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=2DMZ4pCyus7qnBzlm4jy2Q&_nc_ss=7b6a8&oh=00_Af4s84yhkHGvHzO0hV64CyXIczQCfa_YbraCEo3XypAQng&oe=6A11BBD6","snurhiqmat","https://www.instagram.com/p/DYY4wB5j0kv/c/17908978437408497/","1d","Ternyata JOKOWI lebih PINTER🤣🤣","Reply",""
"https://www.instagram.com/ronaabdulwahid_/","https://scontent.cdninstagram.com/v/t51.2885-19/176569237_463505951386187_452536778602235454_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=109&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=QRg_eAGLU2IQ7kNvwEk1HnV&_nc_oc=AdpDmkzjR07CnmQ2_ScNBap6Gu-2QAiYyLAnFZbIdr2vb0d0Fq4g1ys0FHpuodVaniU&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_ss=7b6a8&oh=00_Af5YcZFaNNoNf62lz1NuhBa-wHlN9q7z6KKQgPTgO-xP9A&oe=6A11C1CF","ronaabdulwahid_","https://www.instagram.com/p/DYY4wB5j0kv/c/18137744110532043/","1d","Juri cerdas cermat: makanya sudah di kasi tau intonasinya yg benar dan jelas🔥😂","Reply",""
"https://www.instagram.com/ar_viaelshirazy/","https://scontent.cdninstagram.com/v/t51.2885-19/76847155_262999204627874_4562517408916439040_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=105&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy43NjguQzMifQ%3D%3D&_nc_ohc=9MSH3tBtevgQ7kNvwHyXUhS&_nc_oc=AdrCFM1mjgf0p6La4tEB9vZ8rLP9FErcJQYpO_yNTRJ7fXKbbwS5PtoDgNxaj4Tz_-w&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_ss=7b6a8&oh=00_Af6Yl9tVvWBtynHJyJX_-jXqgwE4i3mYF3XNUrWQ-Om-rQ&oe=6A11C40D","ar_viaelshirazy","https://www.instagram.com/p/DYY4wB5j0kv/c/17856861666641670/","1d","Gini ni mirisnya","Reply",""
"https://www.instagram.com/riswan_priatna/","https://scontent.cdninstagram.com/v/t51.82787-19/534309780_18400185025190572_7166938249843899055_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=101&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDc3LkMzIn0%3D&_nc_ohc=exrjbQE5P-4Q7kNvwFj8ieP&_nc_oc=AdoZmAMfQMTRaPyS8iusTqG4Foqov-o8v-N2zW7nOXCcxKRASdLunOQPUkkFWdXU3ws&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=2DMZ4pCyus7qnBzlm4jy2Q&_nc_ss=7b6a8&oh=00_Af43MiUZOMooQeg4NZT24_n288kjBrviUFuWy6x3h3JGnA&oe=6A11A261","riswan_priatna","https://www.instagram.com/p/DYY4wB5j0kv/c/18592606069044932/","1d","Pegang rupiah aja kadang kadang pak presiden orang di desa mah, apalagi Dollar.","Reply",""
"https://www.instagram.com/achmad.nb/","https://scontent.cdninstagram.com/v/t51.75761-19/496629027_18503446849044415_5956269359772726463_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=105&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy42NDAuQzMifQ%3D%3D&_nc_ohc=iMXC2GoFJO4Q7kNvwEzi7d8&_nc_oc=Adq3awVmH3HjjY2AU55-E_Ou02MJZNKtI_z_sBpCPsDkZo8BGb_txfUO0Eg0qzVXIKg&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=2DMZ4pCyus7qnBzlm4jy2Q&_nc_ss=7b6a8&oh=00_Af5oAlJWS2P5e8YcdMEKkGbFQJ298SnDrLSV3fYjKS_c5w&oe=6A11C33C","achmad.nb","https://www.instagram.com/p/DYY4wB5j0kv/c/18066248861381046/","1d","Kebanyakan nyawit","Reply",""
"https://www.instagram.com/tantia.s/","https://scontent.cdninstagram.com/v/t51.2885-19/334837970_2340713776088879_8048912379923068409_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=106&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=WfScJBuYVQIQ7kNvwFqlVRv&_nc_oc=Ado32PxBD2-Xrs3ZYF8K_e-CuiJzRE7gqBR-TL-HRQ6JoDJdkVla_9Uwr0ZrBcy21bk&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_ss=7b6a8&oh=00_Af6LG7NqCAcCNMkIiOdbiKjpD7l1vUvmGp3QTwQ4LcQzmA&oe=6A11A97A","tantia.s","https://www.instagram.com/p/DYY4wB5j0kv/c/17962841184118093/","1d","Laaahh😭","Reply",""
"https://www.instagram.com/octaviaaa6_/","https://scontent.cdninstagram.com/v/t51.82787-19/689830754_18430398109188812_8818780943725078126_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=100&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=oGQU26kmuMoQ7kNvwFv4bOf&_nc_oc=Adr1U1oZshMtH--SAf7VmEsfIJSr_Q3XszWMhvCPMptMigpoAD7MAeNzMwnkl4JLE_M&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=2DMZ4pCyus7qnBzlm4jy2Q&_nc_ss=7b6a8&oh=00_Af5aC5iHgYkwOfdHH2WTxlzU9zXe2wp8iemrRRnqU5ms_A&oe=6A11C4AB","octaviaaa6_","https://www.instagram.com/p/DYY4wB5j0kv/c/17877540150457310/","1d","siapa si dlu yg milih, malu ihh🗿","Reply",""
"https://www.instagram.com/ujefah7/","https://scontent.cdninstagram.com/v/t51.2885-19/403907711_664600012202803_2615505248781904535_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=106&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=x6oz2CmHxn4Q7kNvwHCHQmZ&_nc_oc=Adrs9D2e-XfhrymL-1cjSgBk6oop_PhCIrbh99mj4nnq2UULvC-nsAlxZwyOGe2wm8M&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_ss=7b6a8&oh=00_Af66Rtxk3_7gAOqsBF0nX7O3iIlTDCLqYvDpUj58ungPfg&oe=6A11A6E1","ujefah7","https://www.instagram.com/p/DYY4wB5j0kv/c/17855354085658720/","1d","Cakap berak kau wak🗿","Reply",""
"https://www.instagram.com/queen_annabelle.14/","https://scontent.cdninstagram.com/v/t51.82787-19/636781441_18435186388117656_1859722090255703508_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=107&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=vBo-bojpoZEQ7kNvwH3DTWo&_nc_oc=AdrrSR5pBYGr0q4W61w42KAzCmhB43TUAJcNaKDEULMrjYipnGjJDIYdyAcgXwrU9DI&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=2DMZ4pCyus7qnBzlm4jy2Q&_nc_ss=7b6a8&oh=00_Af55lrrjpLs7SlhxDAcES_td5NSKwgbkCtsP194by0uiyQ&oe=6A11A118","queen_annabelle.14","https://www.instagram.com/p/DYY4wB5j0kv/c/18117181129746385/","1d","Sekelas Presiden bicaranya spt ini,, miris bgt 😩","Reply",""
"https://www.instagram.com/awldh/","https://scontent.cdninstagram.com/v/t51.82787-19/612240654_18570235168050885_62150603730663444_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=100&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=7Blvcik-Sh0Q7kNvwH1Q_fD&_nc_oc=AdoQc7wB1SlFVORasJABVGlndHLdq9WyWiXWoM-mdACuDMQLz22zz6Q7D8Gaiz03yos&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=2DMZ4pCyus7qnBzlm4jy2Q&_nc_ss=7b6a8&oh=00_Af4XCAytdDm7yHiGR3Z5KDBVYiULuOWnOLSWFU9L_a3h-Q&oe=6A119C8F","awldh","https://www.instagram.com/p/DYY4wB5j0kv/c/18075474446401836/","1d","Kui mburi bapake sopo tepuk tangan 🗿","Reply","See translation"
"https://www.instagram.com/muh_raflyf/","https://scontent.cdninstagram.com/v/t51.82787-19/557711444_18423554143104771_7249794821857689624_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=107&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=IT1optL8kEkQ7kNvwG8Apr2&_nc_oc=AdoV68lsx9xdquJVQVNQKuFTIdn5Br1aX8ZpXKh0ZbZL1NVLLoagvHg7tjP3Dm7x3nA&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=2DMZ4pCyus7qnBzlm4jy2Q&_nc_ss=7b6a8&oh=00_Af4bbQnn1OJuKi007Hg9Z_PXQiFqDDcs97iyPR41e5BlXA&oe=6A11C82D","muh_raflyf","https://www.instagram.com/p/DYY4wB5j0kv/c/18085777091378815/","1d","Dongo","Reply",""
"https://www.instagram.com/fitriyani_simangunsong/","https://scontent.cdninstagram.com/v/t51.75761-19/501802499_18506022133055368_2332956894522569186_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=102&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=QdN4iHbUzBIQ7kNvwErZAcZ&_nc_oc=AdqRM_3Bt-uN7-g-x0y_qGULq8XzGXEDOQN2AA533WCsUMZWYAqrrEJRwqJt35WPfPY&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=2DMZ4pCyus7qnBzlm4jy2Q&_nc_ss=7b6a8&oh=00_Af43TY8XqHP1jKuSvtamjEJQ8_qoiNNM16vbqb4ZqPbyjA&oe=6A11A124","fitriyani_simangunsong","https://www.instagram.com/p/DYY4wB5j0kv/c/18151844416484769/","1d","😭😭😭😭","Reply",""
"https://www.instagram.com/rullh29/","https://scontent.cdninstagram.com/v/t51.82787-19/629813764_18508021609074637_2370093742891273277_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=100&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4zMjAuQzMifQ%3D%3D&_nc_ohc=yXI_kS7Z1K8Q7kNvwEkIwP8&_nc_oc=Adq4Kv0eTyQQkqonmVAUfY_fHJx-6ByYbn-aJ504I1zebK2fQgOURMvOmuEWKY_7pOo&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=2DMZ4pCyus7qnBzlm4jy2Q&_nc_ss=7b6a8&oh=00_Af4heMJ48e9EWvLoD0gduaoZE4qEGZo3NmQVvO21z4CEng&oe=6A11CCF5","rullh29","https://www.instagram.com/p/DYY4wB5j0kv/c/18130169065584208/","1d","Presiden beleng","Reply",""
"https://www.instagram.com/shofik_mi/","https://scontent.cdninstagram.com/v/t51.2885-19/489909863_672911811793402_2739701240690162487_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=111&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=AEoKz_UtTx8Q7kNvwF2BcSF&_nc_oc=AdqesigCi1bI8ZUvGQ0fM_43Q1H-jg-9_Q2pDsixkPnp45GSGvYxazDYRQUg6bq8VdE&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_ss=7b6a8&oh=00_Af49cuiuBVXLxEd3ri1xdzZHpKLFwGkqYLyDLxO3kA4sQg&oe=6A119D50","shofik_mi","https://www.instagram.com/p/DYY4wB5j0kv/c/18017781245845530/","1d","Artikulasi jelas 🤣 aksi nya kurang . Hoalah embuuh..ow","Reply",""
"https://www.instagram.com/offan666/","https://scontent.cdninstagram.com/v/t51.89012-19/573323465_1219825463302212_7278921664109726296_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=1&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy5DMyJ9&_nc_ohc=_4tC3MUfCWEQ7kNvwFdSquc&_nc_oc=Adp1ADEbWJu41bTJ0C856cyDSfl5tNpbYV8w2cjvQxiStqETuxtacAhEHLUF6s3i8Go&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=5_VS1eiwC80jWaZRIC4rUg&_nc_ss=7b6a8&oh=00_Af689HnlU4s7loq0e5dBj_2uUirwuVUJVRDjFpOCCcmJPw&oe=6A11A5A2","offan666","","","","Reply",""
"https://www.instagram.com/david.anakbaikkk/","https://scontent.cdninstagram.com/v/t51.82787-19/606721039_18445040980101273_7092031925609229900_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=110&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=MoW1q61SWpcQ7kNvwFGaiAs&_nc_oc=Adqn-DbZL6YJJvNiGmHsF2Kw3qu4qxwlRIXh1bBVRvg7BLiMUTPdJsGpHLWm7GzKWY4&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=5_VS1eiwC80jWaZRIC4rUg&_nc_ss=7b6a8&oh=00_Af7y2gRletoWFA5xcV72jET4xPZ5pJdk01OQLWfRVp-Nqg&oe=6A11C3DE","david.anakbaikkk","https://www.instagram.com/p/DYY4wB5j0kv/c/18151046191485254/","1d","mabok dia","Reply",""
"https://www.instagram.com/nastajijumaedi/","https://scontent.cdninstagram.com/v/t51.82787-19/591167514_18534807808007786_6215298735496506211_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=105&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=sAQb3mxryj4Q7kNvwGvyhUr&_nc_oc=AdrrfYf4ScZq5tWVetTMukw8l7Q7M6EC5-e45IUxMrtCeps2hiUBre7K9IEqjQ9g1Io&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=5_VS1eiwC80jWaZRIC4rUg&_nc_ss=7b6a8&oh=00_Af4Iy-rmZCEe0MxjbglHNqE9ApcYjNtNcvDYeQG2C-S-5A&oe=6A11AF63","nastajijumaedi","https://www.instagram.com/p/DYY4wB5j0kv/c/18107664824306351/","1d","Yg milih beliau mana nih.. keren kan pemikirannya ..🤣🤣","Reply",""
"https://www.instagram.com/indandr792/","https://scontent.cdninstagram.com/v/t51.82787-19/702090150_18588780343045699_9159724291015389357_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=109&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=SzWaxOskw7sQ7kNvwE6pPNf&_nc_oc=Adol9iHiq_kzqKEMNFycZ1xVenGgq9VPrpZy12xF3ByfzLN6HTK6yxORIx12-sdywIA&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=5_VS1eiwC80jWaZRIC4rUg&_nc_ss=7b6a8&oh=00_Af7VOJ5Cd1Jq8TnOr9YLz_Ak8wbEVHxMCz_9mKKUReBJ8w&oe=6A11C393","indandr792","","","","Reply",""
"https://www.instagram.com/lidya85258/","https://scontent.cdninstagram.com/v/t51.89012-19/573323465_1219825463302212_7278921664109726296_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=1&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy5DMyJ9&_nc_ohc=_4tC3MUfCWEQ7kNvwFdSquc&_nc_oc=Adp1ADEbWJu41bTJ0C856cyDSfl5tNpbYV8w2cjvQxiStqETuxtacAhEHLUF6s3i8Go&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=5_VS1eiwC80jWaZRIC4rUg&_nc_ss=7b6a8&oh=00_Af689HnlU4s7loq0e5dBj_2uUirwuVUJVRDjFpOCCcmJPw&oe=6A11A5A2","lidya85258","https://www.instagram.com/p/DYY4wB5j0kv/c/18103207057803495/","1d","🗿","Reply",""
"https://www.instagram.com/___mstfam/","https://scontent.cdninstagram.com/v/t51.2885-19/481561668_642977338210620_6581393161348188225_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=111&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=NPahk0rW6IIQ7kNvwEdZrjD&_nc_oc=AdrRX3XjivgE40xRfaK_n790HR7T2PFQUTX8vTRdnOhL3Vp8KXVhII77jtjcT_GRtMk&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_ss=7b6a8&oh=00_Af7X98I3dbgdnG6pIZoFdQb0yBqG31ImNTy5Lp_OFU5eHg&oe=6A11A7ED","___mstfam","https://www.instagram.com/p/DYY4wB5j0kv/c/18092899430257813/","1d","Zuzurrr gak nangka 😭","Reply",""
"https://www.instagram.com/muhammad_rozi93/","https://scontent.cdninstagram.com/v/t51.2885-19/472724974_1618573818778519_6616154334764407950_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=100&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy45NTYuQzMifQ%3D%3D&_nc_ohc=3bHIgnfmfXQQ7kNvwEVb0kF&_nc_oc=Adpev7aEmPEHnPiwXE6PCGAAUPbhLxDJhWR8Tc8YQLFk1uzuAu31_BwyqSn3Fbg9ezo&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_ss=7b6a8&oh=00_Af40fgkL-OTpWzGn8YVp5Z3h5rSeQdWpPR5ut81xk2LbOA&oe=6A11AFED","muhammad_rozi93","https://www.instagram.com/p/DYY4wB5j0kv/c/17933990382252704/","1d","Parah..","Reply",""
"https://www.instagram.com/dhynaa_agstn/","https://scontent.cdninstagram.com/v/t51.82787-19/566223814_18059494343564904_1877760070248166146_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=111&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=deXAh3MzIRkQ7kNvwG4R_hc&_nc_oc=AdpY6iajaTKVCnT_HEggwLk1X02oMaEmtRrMM9hVpD2ncfhiXwcHEx8GLKXeWklivyA&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=5_VS1eiwC80jWaZRIC4rUg&_nc_ss=7b6a8&oh=00_Af7njSz3N4hSn6iCtditBsLeFjon6IJ1IxdnakPHvIFJEQ&oe=6A11A1E8","dhynaa_agstn","https://www.instagram.com/p/DYY4wB5j0kv/c/18586910050036181/","1d","HMMMM😑","Reply",""
"https://www.instagram.com/pasha_thopanny/","https://scontent.cdninstagram.com/v/t51.82787-19/564309484_18486015382077229_1008211322884363710_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=106&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=xTneHMFF7egQ7kNvwFS8B0w&_nc_oc=AdqEukpWucC4nOY9IETx9c6cOZzlVetdwx_-FAfYDi71X0k22-G7Q90VU6fCqfBHNq8&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=5_VS1eiwC80jWaZRIC4rUg&_nc_ss=7b6a8&oh=00_Af5hk9QiMmUSDcpAgX7LKikVD6-bExg-IrIL74kOhGHqAw&oe=6A11C239","pasha_thopanny","","","","Reply",""
"https://www.instagram.com/lealeatemia/","https://scontent.cdninstagram.com/v/t51.2885-19/324062234_566111815058321_1356467846386183062_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=100&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=XLhHuHvvWekQ7kNvwG3GkcD&_nc_oc=Adqey-OvHKo9f-KZARnyqpIkRQ5z6Q6PpK8pMZ9OukiKnOCvB_5qCMBvng0tiKVqH-g&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_ss=7b6a8&oh=00_Af4hCUBAAB17vubhpVpg7gOQ5fsd_WgmUtD7wJiJztJyTg&oe=6A11AD85","lealeatemia","https://www.instagram.com/p/DYY4wB5j0kv/c/18103180247318794/","1d","Pak mending gak usah pidato ngasih statement dah, pusing banget GAJEBO","Reply","See translation"
"https://www.instagram.com/aldvld30/","https://scontent.cdninstagram.com/v/t51.82787-19/613705475_18032730410762024_8754487032874389226_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=100&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=sMyvV9UFc14Q7kNvwE3LRNy&_nc_oc=AdpG4kkZXZjWoPssLtYuSVGoC3ZV--wikER9GkL2Q841jZboSCV9w-E4V1uCh7Va25s&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=5_VS1eiwC80jWaZRIC4rUg&_nc_ss=7b6a8&oh=00_Af7-rfWcaxW6oPENOH9Ibj35Dhalc7ETAwauRDO0RSe5Dw&oe=6A11A449","aldvld30","https://www.instagram.com/p/DYY4wB5j0kv/c/18134418430485654/","1d","Keknya sd ga lulus","Reply",""
"https://www.instagram.com/ezadianz96/","https://scontent.cdninstagram.com/v/t51.2885-19/481980165_623578683798026_1841773742255431041_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=103&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=5O7YgA3SQBQQ7kNvwGMscF0&_nc_oc=AdrfP5_PAMH4C5v3HW1rXN5_DlSS9QYj6I1M98Yc0uHp14Era6d025mxgOHlh1zCvo8&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_ss=7b6a8&oh=00_Af6b4ZAg5NcgqKuHA2FA2NJZa2bpi3V6zFBN0uxVK2CRmw&oe=6A11C993","ezadianz96","https://www.instagram.com/p/DYY4wB5j0kv/c/17986816533005423/","1d","🗿","Reply",""
"https://www.instagram.com/bayu_advio/","https://scontent.cdninstagram.com/v/t51.2885-19/412655528_911462717223885_2223989877949305915_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=105&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy42NTUuQzMifQ%3D%3D&_nc_ohc=sctY2c5K2z8Q7kNvwG_AxPL&_nc_oc=AdrCSHSdbtrmI5PNGcauoAR5M4_YG8ppqe2F0oTWSgGBhSg7q59mL0y1EclDCsiqIbc&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_ss=7b6a8&oh=00_Af7eVcSNtx7aYwJ2lIVY_RfD3rjtOJ326vbFQOy1qC1EYA&oe=6A119E6B","bayu_advio","https://www.instagram.com/p/DYY4wB5j0kv/c/17927212533328363/","1d","Iyaa di desa mah kemana mana naik nagaa","2 likes","Reply"
"https://www.instagram.com/diniadinegoro/","https://scontent.cdninstagram.com/v/t51.75761-19/491430559_18511057192063522_7241047494536067050_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=108&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=uq9bFSaYzLkQ7kNvwGZWLnA&_nc_oc=AdqXl0pmHco6e7xdzdt3Z-bEp1Zq6PlI_whxNGdBaozVRjx0iNCPLNYqA-wKcTZf_Bw&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=5_VS1eiwC80jWaZRIC4rUg&_nc_ss=7b6a8&oh=00_Af7Ji2PS5Q9pfTEbedGShXWyk-NAspUBABKa4i7REhPhng&oe=6A11CA96","diniadinegoro","https://www.instagram.com/p/DYY4wB5j0kv/c/17903287305263685/","1d","Hadeeeeehhh pret","Reply",""
"https://www.instagram.com/liiisssaaaaaaaaaaaa/","https://scontent.cdninstagram.com/v/t51.82787-19/670909880_18594023317053008_254025373848208667_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=111&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=EfsxqwSHtikQ7kNvwFPMvXj&_nc_oc=AdosWxDghAgFCPqJ5fccwyLUGhKzDJLFMOjJS4EoDWxEDDKN3LS-fCafD2TdBu1lax8&_nc_zt=24&_nc_ht=scontent.cdninstagram.com&_nc_gid=5_VS1eiwC80jWaZRIC4rUg&_nc_ss=7b6a8&oh=00_Af6nA5F1fK-TdatutEDtxt4vg48uF5A5UryCC7gjzjdhsg&oe=6A11AA21","liiisssaaaaaaaaaaaa","https://www.instagram.com/p/DYY4wB5j0kv/c/18069937427660070/","1d","pa sudahi derita rakyatmu pa","Reply","See translation"
